Timestamp,Event Type,Duration,Details
2024-11-02 23:03:13,Distraction,,Drowsy
2024-11-02 23:03:13,Distraction,,Drowsy
2024-11-02 23:03:13,Distraction,,Drowsy
2024-11-02 23:03:13,Distraction,,Drowsy
2024-11-02 23:03:13,Distraction,,Drowsy
2024-11-02 23:03:13,Distraction,,Drowsy
2024-11-02 23:03:13,Distraction,,Drowsy
2024-11-02 23:03:13,Distraction,,Drowsy
2024-11-02 23:03:13,Distraction,,Drowsy
2024-11-02 23:03:13,Distraction,,Drowsy
2024-11-02 23:03:13,Distraction,,Drowsy
2024-11-02 23:03:13,Distraction,,Drowsy
2024-11-02 23:03:13,Distraction,,Drowsy
2024-11-02 23:03:13,Distraction,,Drowsy
2024-11-02 23:03:13,Distraction,,Drowsy
2024-11-02 23:03:13,Distraction,,Drowsy
2024-11-02 23:03:13,Distraction,,Drowsy
2024-11-02 23:03:13,Distraction,,Drowsy
2024-11-02 23:03:14,Distraction,,Drowsy
2024-11-02 23:03:14,Distraction,,Drowsy
2024-11-02 23:03:14,Distraction,,Drowsy
2024-11-02 23:03:14,Distraction,,Drowsy
2024-11-02 23:03:14,Distraction,,Drowsy
2024-11-02 23:03:14,Distraction,,Drowsy
2024-11-02 23:03:14,Distraction,,Drowsy
2024-11-02 23:03:14,Distraction,,Drowsy
2024-11-02 23:03:14,Distraction,,Drowsy
2024-11-02 23:03:14,Distraction,,Drowsy
2024-11-02 23:03:14,Distraction,,Drowsy
2024-11-02 23:03:14,Distraction,,Drowsy
2024-11-02 23:03:14,Distraction,,Drowsy
2024-11-02 23:03:14,Distraction,,Drowsy
2024-11-02 23:03:14,Distraction,,Drowsy
2024-11-02 23:03:14,Distraction,,Drowsy
2024-11-02 23:03:14,Distraction,,Drowsy
2024-11-02 23:03:14,Distraction,,Drowsy
2024-11-02 23:03:14,Distraction,,Drowsy
2024-11-02 23:03:14,Distraction,,Drowsy
2024-11-02 23:03:14,Distraction,,Drowsy
2024-11-02 23:03:14,Distraction,,Drowsy
2024-11-02 23:03:14,Distraction,,Drowsy
2024-11-02 23:03:14,Distraction,,Drowsy
2024-11-02 23:03:14,Distraction,,Drowsy
2024-11-02 23:03:14,Distraction,,Drowsy
2024-11-02 23:03:14,Distraction,,Drowsy
2024-11-02 23:03:20,Distraction,,Drowsy
2024-11-02 23:03:21,Distraction,,Drowsy
2024-11-02 23:03:21,Distraction,,Drowsy
2024-11-02 23:03:21,Distraction,,Drowsy
2024-11-02 23:03:21,Distraction,,Drowsy
2024-11-02 23:03:21,Distraction,,Drowsy
2024-11-02 23:03:21,Distraction,,Drowsy
2024-11-02 23:03:21,Distraction,,Drowsy
2024-11-02 23:03:21,Distraction,,Drowsy
2024-11-02 23:03:21,Distraction,,Drowsy
2024-11-02 23:03:21,Distraction,,Drowsy
2024-11-02 23:03:21,Distraction,,Drowsy
2024-11-02 23:03:21,Distraction,,Drowsy
2024-11-02 23:03:21,Distraction,,Drowsy
2024-11-02 23:03:21,Distraction,,Drowsy
2024-11-02 23:03:21,Distraction,,Drowsy
2024-11-02 23:03:21,Distraction,,Drowsy
2024-11-02 23:03:21,Distraction,,Drowsy
2024-11-02 23:03:21,Distraction,,Drowsy
2024-11-02 23:03:21,Distraction,,Drowsy
2024-11-02 23:03:21,Distraction,,Drowsy
2024-11-02 23:03:21,Distraction,,Drowsy
2024-11-02 23:03:21,Distraction,,Drowsy
2024-11-02 23:03:21,Distraction,,Drowsy
2024-11-02 23:03:21,Distraction,,Drowsy
2024-11-02 23:03:21,Distraction,,Drowsy
2024-11-02 23:03:21,Distraction,,Drowsy
2024-11-02 23:03:21,Distraction,,Drowsy
2024-11-02 23:03:21,Distraction,,Drowsy
2024-11-02 23:03:22,Distraction,,Drowsy
2024-11-02 23:03:22,Distraction,,Drowsy
2024-11-02 23:03:22,Distraction,,Drowsy
2024-11-02 23:03:22,Distraction,,Drowsy
2024-11-02 23:03:22,Distraction,,Drowsy
2024-11-02 23:03:22,Distraction,,Drowsy
2024-11-02 23:03:22,Distraction,,Drowsy
2024-11-02 23:03:22,Distraction,,Drowsy
2024-11-02 23:03:22,Distraction,,Drowsy
2024-11-02 23:03:22,Distraction,,Drowsy
2024-11-02 23:03:22,Distraction,,Drowsy
2024-11-02 23:03:22,Distraction,,Drowsy
2024-11-02 23:03:22,Distraction,,Drowsy
2024-11-02 23:03:22,Distraction,,Drowsy
2024-11-02 23:03:22,Distraction,,Drowsy
2024-11-02 23:03:22,Distraction,,Drowsy
2024-11-02 23:03:23,Distraction,,Drowsy
2024-11-02 23:03:23,Distraction,,Drowsy
2024-11-02 23:03:23,Distraction,,Drowsy
2024-11-02 23:03:23,Distraction,,Drowsy
2024-11-02 23:03:23,Distraction,,Drowsy
2024-11-02 23:03:23,Distraction,,Drowsy
2024-11-02 23:03:23,Distraction,,Drowsy
2024-11-02 23:03:23,Distraction,,Drowsy
2024-11-02 23:03:23,Distraction,,Drowsy
2024-11-02 23:03:23,Distraction,,Drowsy
2024-11-02 23:03:23,Distraction,,Drowsy
2024-11-02 23:03:23,Distraction,,Drowsy
2024-11-02 23:03:23,Distraction,,Drowsy
2024-11-02 23:03:23,Distraction,,Drowsy
2024-11-02 23:03:23,Distraction,,Drowsy
2024-11-02 23:03:23,Distraction,,Drowsy
2024-11-02 23:03:23,Distraction,,Drowsy
2024-11-02 23:03:23,Distraction,,Drowsy
2024-11-02 23:03:23,Distraction,,Drowsy
2024-11-02 23:03:23,Distraction,,Drowsy
2024-11-02 23:03:23,Distraction,,Drowsy
2024-11-02 23:03:23,Distraction,,Drowsy
2024-11-02 23:03:24,Distraction,,Drowsy
2024-11-02 23:03:24,Distraction,,Drowsy
2024-11-02 23:03:24,Distraction,,Drowsy
2024-11-02 23:03:24,Distraction,,Drowsy
2024-11-02 23:03:24,Distraction,,Drowsy
2024-11-02 23:03:24,Distraction,,Drowsy
2024-11-02 23:03:24,Distraction,,Drowsy
2024-11-02 23:03:24,Distraction,,Drowsy
2024-11-02 23:03:24,Distraction,,Drowsy
2024-11-02 23:03:24,Distraction,,Drowsy
2024-11-02 23:03:24,Distraction,,Drowsy
2024-11-02 23:03:24,Distraction,,Drowsy
2024-11-02 23:03:24,Distraction,,Drowsy
2024-11-02 23:03:24,Distraction,,Drowsy
2024-11-02 23:03:24,Distraction,,Drowsy
2024-11-02 23:03:24,Distraction,,Drowsy
2024-11-02 23:03:24,Distraction,,Drowsy
2024-11-02 23:03:24,Distraction,,Drowsy
2024-11-02 23:03:24,Distraction,,Drowsy
2024-11-02 23:03:24,Distraction,,Drowsy
2024-11-02 23:03:24,Distraction,,Drowsy
2024-11-02 23:03:24,Distraction,,Drowsy
2024-11-02 23:03:24,Distraction,,Drowsy
2024-11-02 23:03:24,Distraction,,Drowsy
2024-11-02 23:03:24,Distraction,,Drowsy
2024-11-02 23:03:24,Distraction,,Drowsy
2024-11-02 23:03:24,Distraction,,Drowsy
2024-11-02 23:03:24,Distraction,,Drowsy
2024-11-02 23:03:24,Distraction,,Drowsy
2024-11-02 23:03:24,Distraction,,Drowsy
2024-11-02 23:03:24,Distraction,,Drowsy
2024-11-02 23:03:25,Distraction,,Drowsy
2024-11-02 23:03:25,Distraction,,Drowsy
2024-11-02 23:03:25,Distraction,,Drowsy
2024-11-02 23:03:25,Distraction,,Drowsy
2024-11-02 23:03:25,Distraction,,Drowsy
2024-11-02 23:03:25,Distraction,,Drowsy
2024-11-02 23:03:25,Distraction,,Drowsy
2024-11-02 23:03:25,Distraction,,Drowsy
2024-11-02 23:03:25,Distraction,,Drowsy
2024-11-02 23:03:25,Distraction,,Drowsy
2024-11-02 23:03:25,Distraction,,Drowsy
2024-11-02 23:03:25,Distraction,,Drowsy
2024-11-02 23:03:25,Distraction,,Drowsy
2024-11-02 23:03:25,Distraction,,Drowsy
2024-11-02 23:03:25,Distraction,,Drowsy
2024-11-02 23:03:25,Distraction,,Drowsy
2024-11-02 23:03:25,Distraction,,Drowsy
2024-11-02 23:03:25,Distraction,,Drowsy
2024-11-02 23:03:25,Distraction,,Drowsy
2024-11-02 23:03:25,Distraction,,Drowsy
2024-11-02 23:03:25,Distraction,,Drowsy
2024-11-02 23:03:25,Distraction,,Drowsy
2024-11-02 23:03:25,Distraction,,Drowsy
2024-11-02 23:03:25,Distraction,,Drowsy
2024-11-02 23:03:25,Distraction,,Drowsy
2024-11-02 23:03:25,Distraction,,Drowsy
2024-11-02 23:03:25,Distraction,,Drowsy
2024-11-02 23:03:25,Distraction,,Drowsy
2024-11-02 23:03:25,Distraction,,Drowsy
2024-11-02 23:03:26,Distraction,,Drowsy
2024-11-02 23:03:32,Distraction,,Drowsy
2024-11-02 23:03:49,Distraction,,Drowsy
2024-11-02 23:03:49,Distraction,,Drowsy
2024-11-02 23:03:49,Distraction,,Drowsy
2024-11-02 23:03:49,Distraction,,Drowsy
2024-11-02 23:03:49,Distraction,,Drowsy
2024-11-02 23:03:49,Distraction,,Drowsy
2024-11-02 23:03:49,Distraction,,Drowsy
2024-11-02 23:03:49,Distraction,,Drowsy
2024-11-02 23:03:49,Distraction,,Drowsy
2024-11-02 23:03:49,Distraction,,Drowsy
2024-11-02 23:03:49,Distraction,,Drowsy
2024-11-02 23:03:49,Distraction,,Drowsy
2024-11-02 23:03:49,Distraction,,Drowsy
2024-11-02 23:03:49,Distraction,,Drowsy
2024-11-02 23:03:49,Distraction,,Drowsy
2024-11-02 23:03:49,Distraction,,Drowsy
2024-11-02 23:03:49,Distraction,,Drowsy
2024-11-02 23:03:49,Distraction,,Drowsy
2024-11-02 23:03:49,Distraction,,Drowsy
2024-11-02 23:03:49,Distraction,,Drowsy
2024-11-02 23:03:49,Distraction,,Drowsy
2024-11-02 23:03:49,Distraction,,Drowsy
2024-11-02 23:03:49,Distraction,,Drowsy
2024-11-02 23:03:49,Distraction,,Drowsy
2024-11-02 23:03:49,Distraction,,Drowsy
2024-11-02 23:03:50,Distraction,,Drowsy
2024-11-02 23:03:50,Distraction,,Drowsy
2024-11-02 23:03:50,Distraction,,Drowsy
2024-11-02 23:03:50,Distraction,,Drowsy
2024-11-02 23:03:50,Distraction,,Drowsy
2024-11-02 23:03:50,Distraction,,Drowsy
2024-11-02 23:03:50,Distraction,,Drowsy
2024-11-02 23:03:50,Distraction,,Drowsy
2024-11-02 23:03:50,Distraction,,Drowsy
2024-11-02 23:03:50,Distraction,,Drowsy
2024-11-02 23:03:50,Distraction,,Drowsy
2024-11-02 23:03:50,Distraction,,Drowsy
2024-11-02 23:03:50,Distraction,,Drowsy
2024-11-02 23:03:50,Distraction,,Drowsy
2024-11-02 23:03:50,Distraction,,Drowsy
2024-11-02 23:03:50,Distraction,,Drowsy
2024-11-02 23:03:50,Distraction,,Drowsy
2024-11-02 23:03:50,Distraction,,Drowsy
2024-11-02 23:03:50,Distraction,,Drowsy
2024-11-02 23:03:50,Distraction,,Drowsy
2024-11-02 23:03:50,Distraction,,Drowsy
2024-11-02 23:03:50,Distraction,,Drowsy
2024-11-02 23:03:50,Distraction,,Drowsy
2024-11-02 23:03:50,Distraction,,Drowsy
2024-11-02 23:03:50,Distraction,,Drowsy
2024-11-02 23:03:50,Distraction,,Drowsy
2024-11-02 23:03:50,Distraction,,Drowsy
2024-11-02 23:03:50,Distraction,,Drowsy
2024-11-02 23:03:50,Distraction,,Drowsy
2024-11-02 23:03:50,Distraction,,Drowsy
2024-11-02 23:03:51,Distraction,,Drowsy
2024-11-02 23:03:51,Distraction,,Drowsy
2024-11-02 23:03:51,Distraction,,Drowsy
2024-11-02 23:03:51,Distraction,,Drowsy
2024-11-02 23:03:51,Distraction,,Drowsy
2024-11-02 23:03:51,Distraction,,Drowsy
2024-11-02 23:03:51,Distraction,,Drowsy
2024-11-02 23:03:51,Distraction,,Drowsy
2024-11-02 23:03:51,Distraction,,Drowsy
2024-11-02 23:03:51,Distraction,,Drowsy
2024-11-02 23:03:51,Distraction,,Drowsy
2024-11-02 23:03:51,Distraction,,Drowsy
2024-11-02 23:03:51,Distraction,,Drowsy
2024-11-02 23:03:51,Distraction,,Drowsy
2024-11-02 23:03:51,Distraction,,Drowsy
2024-11-02 23:03:51,Distraction,,Drowsy
2024-11-02 23:03:51,Distraction,,Drowsy
2024-11-02 23:03:51,Distraction,,Drowsy
2024-11-02 23:03:51,Distraction,,Drowsy
2024-11-02 23:03:51,Distraction,,Drowsy
2024-11-02 23:03:51,Distraction,,Drowsy
2024-11-02 23:03:51,Distraction,,Drowsy
2024-11-02 23:03:51,Distraction,,Drowsy
2024-11-02 23:03:51,Distraction,,Drowsy
